latitude,longitude,altitude,geometry,RMC,site,drive,sol,easting,northing,elev_geoid,lon,lat,roll,pitch,yaw,yaw_rad,tilt,dist_m,dist_total_m,dist_km,dist_mi,drive_type
-4.72074,137.368714,-4239.34,Point,64_1980,64,1980,1747,8142488.96,-279820.439,-4239.34,137.3687138,-4.72074006,7.79,6.11,113.72,1.98482,9.89,10.08,17114.24,16.91,10.51,final
-4.720813,137.368772,-4239.01,Point,64_2088,64,2088,1748,8142492.392,-279824.762,-4239.01,137.3687717,-4.72081299,6.68,1.57,171.1,2.98632,6.86,9.04,17123.29,16.92,10.52,final
-4.720753,137.368845,-4238.5,Point,64_2154,64,2154,1751,8142496.727,-279821.204,-4238.5,137.3688448,-4.72075296,2.39,3.75,81.88,1.42902,4.44,8.24,17131.52,16.93,10.52,final
-4.720731,137.369016,-4237.64,Point,64_2238,64,2238,1752,8142506.86,-279819.88,-4237.64,137.3690158,-4.72073063,-1.05,7.25,74.06,1.29253,7.33,10.28,17141.81,16.94,10.53,final
-4.720838,137.369438,-4236.2,Point,64_2442,64,2442,1753,8142531.861,-279826.242,-4236.2,137.3694376,-4.72083796,-3.73,5.56,104.11,1.81714,6.69,26.46,17168.26,16.97,10.54,final
-4.721167,137.369881,-4232.98,Point,64_2790,64,2790,1754,8142558.158,-279845.769,-4232.98,137.3698812,-4.72116739,3.29,7,179.12,3.1262,7.73,37.89,17206.15,17.01,10.57,final
-4.721671,137.370068,-4227.25,Point,65_0,65,0,1781,8142569.211,-279875.646,-4227.25,137.3700677,-4.72167143,2.2,12.15,-179.72,-3.13675,12.35,36.57,17242.72,17.04,10.59,final
-4.721803,137.370226,-4225.51,Point,65_156,65,156,1782,8142578.578,-279883.429,-4225.51,137.3702257,-4.72180274,-7.05,9.85,131.76,2.29971,12.09,12.77,17255.49,17.05,10.6,final
-4.721768,137.370736,-4225.94,Point,65_436,65,436,1785,8142608.8,-279881.357,-4225.94,137.3707356,-4.72176778,-8.43,-3.63,52.06,0.9087,9.18,32.5,17287.99,17.09,10.62,final
-4.721558,137.370903,-4227.85,Point,65_550,65,550,1786,8142618.704,-279868.948,-4227.85,137.3709027,-4.72155843,-9.86,-2.39,46.99,0.82016,10.15,15.86,17303.85,17.1,10.63,final
-4.72139,137.37106,-4228.92,Point,65_646,65,646,1787,8142628.039,-279858.976,-4228.92,137.3710602,-4.7213902,-2.57,-2.79,44.62,0.77882,3.79,13.77,17317.61,17.11,10.63,final
-4.721511,137.371384,-4227.54,Point,65_916,65,916,1788,8142647.221,-279866.146,-4227.54,137.3713838,-4.72151116,-8.48,6.58,122.27,2.13393,10.72,25.01,17342.62,17.14,10.65,final
-4.721724,137.37162,-4225.13,Point,65_1174,65,1174,1789,8142661.218,-279878.788,-4225.13,137.3716199,-4.72172444,0.11,11.17,179.37,3.13054,11.17,20.34,17362.96,17.16,10.66,final
-4.721793,137.371969,-4224.47,Point,65_1438,65,1438,1793,8142681.892,-279882.85,-4224.47,137.3719687,-4.72179297,-8.85,5.11,108.07,1.8862,10.21,23.57,17386.53,17.18,10.68,final
-4.721947,137.372307,-4222.52,Point,65_1642,65,1642,1794,8142701.924,-279891.991,-4222.52,137.3723066,-4.72194718,-10.17,5.41,98.77,1.72389,11.51,23.07,17409.6,17.21,10.69,final
-4.722115,137.372712,-4220.07,Point,65_1934,65,1934,1795,8142725.969,-279901.946,-4220.07,137.3727123,-4.72211513,-8.41,3.56,99.38,1.73446,9.13,30.3,17439.91,17.24,10.71,final
-4.722351,137.372879,-4217.47,Point,65_2186,65,2186,1796,8142735.876,-279915.915,-4217.47,137.3728794,-4.7223508,-0.12,10.19,-179.07,-3.12533,10.2,19.73,17459.63,17.26,10.72,final
-4.722648,137.372777,-4214.21,Point,65_2456,65,2456,1799,8142729.813,-279933.526,-4214.21,137.3727771,-4.7226479,4.81,14.36,-144.53,-2.52254,15.13,22.44,17483.36,17.28,10.74,final
-4.723077,137.372674,-4209.11,Point,65_2720,65,2720,1800,8142723.671,-279958.976,-4209.11,137.3726735,-4.72307726,3.85,12.62,-156.5,-2.73149,13.19,28.33,17511.69,17.31,10.75,final
-4.723229,137.37253,-4206.88,Point,65_2882,65,2882,1802,8142715.137,-279967.948,-4206.88,137.3725295,-4.72322862,8.29,10.45,-121,-2.11187,13.31,14.5,17526.19,17.32,10.76,final
-4.723537,137.372746,-4202.55,Point,65_3200,65,3200,1807,8142727.963,-279986.219,-4202.55,137.3727459,-4.72353687,-2.64,15.24,163.5,2.85353,15.46,28.44,17554.63,17.35,10.78,final
-4.723678,137.372752,-4200.1,Point,65_3308,65,3308,1809,8142728.337,-279994.593,-4200.1,137.3727522,-4.72367814,-2.34,18.08,157.12,2.74231,18.23,9.1,17563.73,17.36,10.79,final
-4.723717,137.372832,-4198.86,Point,66_0,66,0,1812,8142733.091,-279996.879,-4198.86,137.3728324,-4.72371671,-7.22,19.02,124.24,2.16835,20.29,5.78,17569.51,17.37,10.79,final
-4.723872,137.372863,-4196.55,Point,66_84,66,84,1814,8142734.895,-280006.084,-4196.55,137.3728629,-4.723872,3.2,5.73,-160.79,-2.80634,6.56,12.05,17581.56,17.38,10.8,final
-4.724105,137.372669,-4195.37,Point,66_246,66,246,1819,8142723.388,-280019.89,-4195.37,137.3726688,-4.72410492,4.78,3.25,-133.97,-2.33814,5.78,17.99,17599.56,17.4,10.81,final
-4.724744,137.372494,-4191.61,Point,66_384,66,384,1822,8142713.056,-280057.744,-4191.61,137.3724944,-4.72474354,3.93,8.45,-155.69,-2.7173,9.31,41.18,17640.74,17.44,10.83,final
-4.724866,137.372593,-4190.84,Point,66_450,66,450,1827,8142718.903,-280065.011,-4190.84,137.3725931,-4.72486614,-4.66,8.18,140.56,2.45321,9.41,9.45,17650.19,17.45,10.84,final
-4.725301,137.372861,-4186.72,Point,66_684,66,684,1828,8142734.761,-280090.791,-4186.72,137.3728606,-4.72530106,1,11.84,137.05,2.39189,11.88,30.37,17680.56,17.48,10.86,final
-4.724985,137.373335,-4187.56,Point,66_856,66,856,1829,8142762.87,-280072.061,-4187.56,137.3733348,-4.72498507,-5.23,7.62,90.47,1.57896,9.24,39.13,17719.68,17.52,10.88,final
-4.725077,137.373495,-4185.06,Point,66_952,66,952,1830,8142772.381,-280077.495,-4185.06,137.3734953,-4.72507675,-0.36,16.52,121.61,2.12256,16.52,11.16,17730.84,17.53,10.89,final
-4.72527,137.373617,-4182.32,Point,66_1112,66,1112,1834,8142779.617,-280088.937,-4182.32,137.3736174,-4.72526978,4.09,7.23,179.68,3.13607,8.3,14.3,17745.14,17.54,10.9,final
-4.725487,137.37405,-4180.47,Point,66_1332,66,1332,1837,8142805.278,-280101.826,-4180.47,137.3740503,-4.72548723,10.77,6.16,-179.86,-3.1392,12.39,29.2,17774.34,17.57,10.92,final
-4.725487,137.37405,-4180.43,Point,66_1342,66,1342,1843,8142805.25,-280101.795,-4180.43,137.3740498,-4.7254867,8.06,9.39,161.5,2.81879,12.35,0.04,17774.38,17.57,10.92,final
-4.725801,137.374236,-4177.26,Point,66_1516,66,1516,1846,8142816.256,-280120.424,-4177.26,137.3742355,-4.72580099,-2.09,10.78,147.75,2.57868,10.98,22.07,17796.46,17.59,10.93,final
-4.726014,137.374116,-4176.74,Point,66_1654,66,1654,1848,8142809.165,-280133.056,-4176.74,137.3741159,-4.7260141,9.92,5.02,-157.49,-2.74868,11.1,14.88,17811.34,17.61,10.94,final
-4.726363,137.374086,-4174.11,Point,66_1804,66,1804,1850,8142807.409,-280153.723,-4174.11,137.3740862,-4.72636276,2.6,8.06,-176.98,-3.08891,8.47,20.79,17832.13,17.63,10.95,final
-4.726458,137.373672,-4174.66,Point,66_1994,66,1994,1864,8142782.829,-280159.349,-4174.66,137.3736716,-4.72645767,-1.44,11.48,136.69,2.38571,11.57,25.27,17857.39,17.65,10.97,final
-4.726644,137.373991,-4172.23,Point,66_2168,66,2168,1867,8142801.782,-280170.4,-4172.23,137.3739913,-4.72664411,-7.33,3.26,128.42,2.24131,8.02,22.24,17879.63,17.67,10.98,final
-4.726766,137.374257,-4170.47,Point,66_2312,66,2312,1869,8142817.54,-280177.598,-4170.47,137.3742572,-4.72676555,-1.54,9.83,131.77,2.29978,9.95,18.23,17897.85,17.69,10.99,final
-4.726887,137.374382,-4168.45,Point,66_2414,66,2414,1871,8142824.929,-280184.82,-4168.45,137.3743818,-4.72688739,-4.12,19.36,120.49,2.10302,19.78,10.71,17908.57,17.7,11,final
-4.726891,137.37439,-4168.34,Point,66_2430,66,2430,1873,8142825.425,-280185.057,-4168.34,137.3743902,-4.72689138,0.13,19.2,132.3,2.309,19.2,0.44,17909,17.7,11,final
-4.727165,137.374183,-4166.6,Point,67_0,67,0,1877,8142813.154,-280201.303,-4166.6,137.3741831,-4.72716546,8.33,4.61,-147.43,-2.57306,9.51,26.93,17935.94,17.75,11.03,final
-4.727595,137.374229,-4163.71,Point,67_216,67,216,1887,8142815.88,-280226.736,-4163.71,137.3742291,-4.72759453,-0.2,8.28,168.98,2.9492,8.28,26.67,17962.61,17.76,11.03,final
-4.728133,137.374437,-4160.11,Point,67_490,67,490,1889,8142828.224,-280258.674,-4160.11,137.3744374,-4.72813335,3.6,8.75,146.2,2.55173,9.46,35.74,17998.35,17.79,11.06,final
-4.728315,137.374578,-4157.98,Point,67_650,67,650,1891,8142836.582,-280269.461,-4157.98,137.3745784,-4.72831533,5.58,2.36,-140.16,-2.44632,6.06,14.1,18012.45,17.81,11.06,final
-4.728287,137.374879,-4157.16,Point,67_806,67,806,1894,8142854.395,-280267.754,-4157.16,137.3748789,-4.72828653,3.1,9.94,162.21,2.83115,10.4,19.67,18032.12,17.83,11.08,final
-4.728258,137.375304,-4157.04,Point,67_1016,67,1016,1896,8142879.615,-280266.081,-4157.04,137.3753044,-4.72825831,-5.2,8.57,122.74,2.14216,10.01,25.35,18057.46,17.85,11.09,final
-4.728672,137.375479,-4154.2,Point,67_1238,67,1238,1901,8142889.942,-280290.604,-4154.2,137.3754786,-4.72867203,4.73,3.57,-162.77,-2.84082,5.92,27.6,18085.06,17.88,11.11,final
-4.728659,137.375406,-4154.57,Point,67_1358,67,1358,1903,8142885.636,-280289.858,-4154.57,137.375406,-4.72865944,6.1,7.86,-163.19,-2.84828,9.94,10.97,18096.04,17.89,11.12,final
-4.728628,137.375638,-4152.91,Point,67_1494,67,1494,1905,8142899.392,-280288.011,-4152.91,137.375638,-4.72862828,1.58,9.55,120.89,2.10987,9.68,14.35,18110.39,17.9,11.13,final
-4.728596,137.375322,-4154.96,Point,67_1714,67,1714,1910,8142880.677,-280286.124,-4154.96,137.3753223,-4.72859645,-4.52,1.78,173.14,3.02184,4.86,19.15,18129.53,17.92,11.14,final
-4.728669,137.375377,-4154.55,Point,67_1762,67,1762,1912,8142883.921,-280290.41,-4154.55,137.375377,-4.72866875,-1.53,10.16,143.27,2.50062,10.27,5.53,18135.06,17.93,11.14,final
-4.728728,137.375542,-4153.57,Point,67_1846,67,1846,1923,8142893.67,-280293.897,-4153.57,137.3755415,-4.72872758,-2.18,12.09,143.63,2.50678,12.28,11.04,18146.1,17.94,11.15,final
-4.728985,137.375963,-4150.14,Point,67_2140,67,2140,1928,8142918.623,-280309.128,-4150.14,137.3759625,-4.72898454,10.45,3.29,-175.07,-3.05557,10.95,38.4,18184.5,17.98,11.17,final
-4.72929,137.37608,-4149.29,Point,67_2420,67,2420,1930,8142925.597,-280327.239,-4149.29,137.3760801,-4.72929008,2.79,5.13,-171.16,-2.98737,5.84,31.83,18216.33,18.01,11.19,final
-4.729378,137.376072,-4148.66,Point,67_2478,67,2478,1939,8142925.113,-280332.455,-4148.66,137.376072,-4.72937808,4.22,15.18,-176.79,-3.08559,15.74,5.41,18221.74,18.02,11.19,final
-4.729596,137.376384,-4148.04,Point,67_2764,67,2764,1942,8142943.633,-280345.388,-4148.04,137.3763844,-4.72959626,-5.25,2.05,-15.67,-0.2735,5.63,29.52,18251.26,18.05,11.21,final
-4.729821,137.376284,-4147.53,Point,67_2884,67,2884,1944,8142937.692,-280358.728,-4147.53,137.3762842,-4.72982132,-4,9.31,-137.76,-2.4043,10.13,16.38,18267.64,18.06,11.22,final
-4.729268,137.3768,-4148.2,Point,67_3172,67,3172,1946,8142968.286,-280325.94,-4148.2,137.3768003,-4.72926817,0.44,-3.34,-132.72,-2.31633,3.37,44.61,18312.25,18.11,11.25,final
-4.729128,137.377104,-4146.66,Point,68_0,68,0,1949,8142986.309,-280317.644,-4146.66,137.3771044,-4.72912821,0.46,-3.36,-132.72,-2.31635,3.39,20.24,18332.49,18.13,11.26,final
-4.728805,137.377209,-4146.38,Point,68_214,68,214,1950,8142992.489,-280298.486,-4146.38,137.3772086,-4.728805,2.23,5.59,130.72,2.28146,6.02,23.79,18356.28,18.15,11.28,final
-4.728507,137.377606,-4146.8,Point,68_580,68,580,1962,8143016.023,-280280.828,-4146.8,137.3776057,-4.7285071,4.54,2.97,-141.83,-2.47545,5.43,52.28,18408.56,18.2,11.31,final
-4.728059,137.377785,-4147.32,Point,68_772,68,772,1985,8143026.641,-280254.275,-4147.32,137.3777848,-4.72805913,8.81,1.58,-159.26,-2.77967,8.95,28.49,18437.05,18.23,11.33,final
-4.727474,137.378273,-4150.64,Point,68_1232,68,1232,1986,8143055.559,-280219.614,-4150.64,137.3782727,-4.72747438,3.92,6.89,175.3,3.05962,7.93,81.87,18518.92,18.31,11.38,final
-4.72692,137.37869,-4152.64,Point,68_1626,68,1626,1989,8143080.268,-280186.737,-4152.64,137.3786895,-4.72691973,3.39,11.17,149.48,2.60885,11.67,45.5,18564.42,18.36,11.41,final
-4.726826,137.378923,-4152.25,Point,68_1816,68,1816,1991,8143094.095,-280181.193,-4152.25,137.3789228,-4.7268262,3.35,10.27,175.73,3.06701,10.79,15.2,18579.61,18.37,11.41,final
-4.726439,137.379336,-4154.2,Point,68_2090,68,2090,1993,8143118.564,-280158.247,-4154.2,137.3793356,-4.72643908,2.09,13.13,149.81,2.61467,13.29,34.45,18614.06,18.4,11.44,final
-4.726,137.379802,-4155.42,Point,68_2396,68,2396,1996,8143146.233,-280132.204,-4155.42,137.3798024,-4.72599972,10.29,-0.66,-113.74,-1.98508,10.31,38.98,18653.04,18.44,11.46,final
-4.725828,137.379853,-4156.99,Point,68_2484,68,2484,1998,8143149.206,-280122.022,-4156.99,137.3798526,-4.72582795,13.33,-0.83,-119.11,-2.0789,13.36,10.73,18663.77,18.45,11.47,final
-4.725591,137.379957,-4159.72,Point,68_2626,68,2626,1999,8143155.394,-280107.955,-4159.72,137.379957,-4.72559063,-5.64,11.22,140.53,2.4527,12.54,15.75,18679.52,18.47,11.48,final
-4.725589,137.379956,-4159.74,Point,69_0,69,0,2003,8143155.335,-280107.86,-4159.74,137.379956,-4.72558902,6.78,10.15,-154.33,-2.69355,12.19,0.11,18679.63,18.47,11.48,final
-4.724768,137.380363,-4164.62,Point,69_408,69,408,2004,8143179.454,-280059.18,-4164.62,137.3803629,-4.72476776,5.54,2.49,-148.94,-2.59954,6.07,58.4,18738.03,18.53,11.51,final
-4.725043,137.380821,-4160.97,Point,69_714,69,714,2007,8143206.625,-280075.518,-4160.97,137.3808212,-4.72504339,2.24,11.67,157.06,2.74113,11.88,35.37,18773.4,18.56,11.54,final
-4.724951,137.381588,-4157.05,Point,69_1072,69,1072,2009,8143252.081,-280070.019,-4157.05,137.3815881,-4.72495062,7.83,17.15,148.37,2.58949,18.81,47.11,18820.51,18.61,11.56,final
-4.725289,137.381546,-4155.39,Point,69_1384,69,1384,2012,8143249.582,-280090.1,-4155.39,137.381546,-4.7252894,11.32,6.08,-155.49,-2.71374,12.83,38.41,18858.92,18.65,11.59,final
-4.725489,137.381649,-4152.72,Point,69_1552,69,1552,2014,8143255.703,-280101.931,-4152.72,137.3816492,-4.725489,-9.56,2.39,84.3,1.47127,9.85,18.08,18877,18.67,11.6,final
-4.725463,137.381729,-4152.82,Point,69_1648,69,1648,2017,8143260.457,-280100.395,-4152.82,137.3817294,-4.72546308,5.45,-2.37,-117.83,-2.05647,5.94,7.63,18884.63,18.68,11.6,final
-4.725394,137.381563,-4154.14,Point,69_1768,69,1768,2020,8143250.614,-280096.32,-4154.14,137.3815634,-4.72539434,13.63,0.64,-116.07,-2.02586,13.64,14.04,18898.67,18.69,11.61,final
-4.725196,137.381495,-4156.31,Point,69_1858,69,1858,2023,8143246.536,-280084.537,-4156.31,137.3814946,-4.72519555,5.83,8.16,156.87,2.73789,10.02,13.45,18912.12,18.7,11.62,final
-4.724633,137.380167,-4165.89,Point,69_2456,69,2456,2027,8143167.818,-280051.163,-4165.89,137.3801666,-4.72463251,0.7,4.15,-104.46,-1.8231,4.21,88.16,19000.28,18.79,11.68,final
-4.724681,137.379941,-4166.28,Point,69_2594,69,2594,2030,8143154.468,-280054.025,-4166.28,137.3799413,-4.72468079,6.19,2.25,-114.74,-2.00265,6.59,16.08,19016.36,18.81,11.69,final
-4.724634,137.379658,-4168.18,Point,69_2766,69,2766,2032,8143137.685,-280051.257,-4168.18,137.3796582,-4.7246341,14.57,3.48,-115.5,-2.01591,14.97,18.38,19034.74,18.82,11.7,final
-4.724193,137.379505,-4175.97,Point,70_0,70,0,2034,8143128.604,-280025.092,-4175.97,137.379505,-4.72419268,6.57,11.73,167.85,2.92958,13.42,28.76,19063.5,18.85,11.71,final
-4.723921,137.379133,-4181.3,Point,70_240,70,240,2036,8143106.537,-280009.01,-4181.3,137.3791327,-4.72392136,-3.15,5.84,156.15,2.72531,6.63,30.18,19093.68,18.88,11.73,final
-4.724447,137.378631,-4179.1,Point,70_552,70,552,2039,8143076.797,-280040.148,-4179.1,137.378631,-4.72444668,8.7,7.02,-143.91,-2.51173,11.16,44.34,19138.02,18.93,11.76,final
-4.724776,137.378004,-4178.56,Point,70_886,70,886,2040,8143039.65,-280059.65,-4178.56,137.3780043,-4.72477569,9.77,0.15,-104.78,-1.82883,9.77,42.63,19180.65,18.97,11.79,final
-4.724768,137.377774,-4179.18,Point,70_1000,70,1000,2041,8143025.969,-280059.219,-4179.18,137.3777735,-4.72476842,10.05,-0.9,-108.38,-1.89166,10.09,13.82,19194.47,18.98,11.8,final
-4.724832,137.37742,-4180.64,Point,70_1138,70,1138,2044,8143005.044,-280063.009,-4180.64,137.3774204,-4.72483236,13.49,2.08,-103.55,-1.80731,13.65,21.33,19215.8,19.01,11.81,final
-4.724478,137.377381,-4187.41,Point,70_1430,70,1430,2045,8143002.674,-280042.026,-4187.41,137.3773805,-4.72447836,16.32,1.99,-113.41,-1.97932,16.44,38.01,19253.81,19.04,11.83,final
-4.724399,137.377382,-4188.74,Point,70_1538,70,1538,2047,8143002.74,-280037.314,-4188.74,137.3773816,-4.72439887,9.9,13.26,-160.19,-2.79588,16.5,13.05,19266.86,19.06,11.84,final
-4.724389,137.377382,-4188.79,Point,70_1554,70,1554,2051,8143002.752,-280036.724,-4188.79,137.3773818,-4.72438892,-5.09,12.62,140.94,2.4599,13.59,0.6,19267.46,19.06,11.84,final
-4.724254,137.377293,-4191.28,Point,70_1668,70,1668,2052,8142997.458,-280028.702,-4191.28,137.3772925,-4.72425358,11.67,-3.57,-120.43,-2.10191,12.19,9.76,19277.21,19.07,11.85,final
-4.724196,137.377247,-4192.46,Point,70_1752,70,1752,2053,8142994.77,-280025.297,-4192.46,137.3772471,-4.72419614,7.48,10.76,-158.91,-2.77348,13.08,8.06,19285.28,19.07,11.85,final
-4.724196,137.377247,-4192.46,Point,71_0,71,0,2084,8142994.77,-280025.297,-4192.46,137.3772471,-4.72419614,7.41,10.56,-159.53,-2.78424,12.87,0,19285.28,19.07,11.85,final
-4.72421,137.377281,-4192.04,Point,71_60,71,60,2086,8142996.792,-280026.1,-4192.04,137.3772812,-4.72420968,5.86,17.99,164.39,2.86914,18.9,5.59,19290.86,19.08,11.85,final
-4.72421,137.377281,-4192.04,Point,71_66,71,66,2087,8142996.804,-280026.112,-4192.04,137.3772814,-4.72420989,5.83,17.66,163.65,2.85626,18.56,0.02,19290.88,19.08,11.85,final
-4.724226,137.377172,-4192.42,Point,71_228,71,228,2089,8142990.333,-280027.084,-4192.42,137.3771723,-4.72422628,3.01,13.36,166.97,2.91426,13.69,14.2,19305.08,19.09,11.86,final
-4.724546,137.377398,-4186.3,Point,71_570,71,570,2092,8143003.724,-280046.032,-4186.3,137.3773982,-4.72454595,9.89,13.58,-163.03,-2.84536,16.75,29.07,19334.15,19.12,11.88,final
-4.725102,137.377589,-4176.81,Point,71_996,71,996,2094,8143015.044,-280078.968,-4176.81,137.3775892,-4.7251016,-2.52,12.78,136.51,2.38263,13.03,51.87,19386.02,19.12,11.88,final
-4.725512,137.378038,-4170.87,Point,71_1330,71,1330,2095,8143041.62,-280103.298,-4170.87,137.3780375,-4.72551206,-5.96,12.21,131.88,2.30168,13.57,38.07,19424.09,19.21,11.93,final
-4.725694,137.378503,-4164.83,Point,71_1586,71,1586,2098,8143069.201,-280114.078,-4164.83,137.3785028,-4.72569393,11.04,15.32,171.92,3.00063,18.81,30.94,19455.03,19.24,11.95,final
-4.72569,137.378776,-4162.75,Point,71_1818,71,1818,2102,8143085.406,-280113.864,-4162.75,137.3787762,-4.72569031,-5.48,-2.81,15.67,0.27351,6.16,22.56,19477.6,19.26,11.97,final
-4.724997,137.379358,-4165.57,Point,71_2350,71,2350,2104,8143119.876,-280072.742,-4165.57,137.3793577,-4.72499656,-3.94,-5.38,10.34,0.18038,6.66,57.67,19535.26,19.32,12,final
-4.724945,137.380316,-4163.77,Point,71_2804,71,2804,2107,8143176.685,-280069.676,-4163.77,137.3803161,-4.72494484,-6.45,-3.9,10.02,0.17486,7.53,58.89,19594.15,19.38,12.04,final
-4.724835,137.380337,-4164.35,Point,71_2876,71,2876,2108,8143177.93,-280063.189,-4164.35,137.3803372,-4.7248354,-3.69,-3.49,2.24,0.03902,5.08,6.67,19600.81,19.38,12.04,final
-4.724815,137.380337,-4164.45,Point,71_2956,71,2956,2115,8143177.947,-280062.004,-4164.45,137.3803374,-4.72481541,6.18,2.27,-153.51,-2.67931,6.59,1.3,19602.11,19.39,12.05,final
-4.725571,137.380191,-4158.98,Point,72_0,72,0,2116,8143169.237,-280106.809,-4158.98,137.3801905,-4.72557129,4.75,12.63,-177.78,-3.10288,13.48,54.19,19656.3,19.43,12.07,final
-4.725657,137.379975,-4158.73,Point,72_202,72,202,2119,8143156.46,-280111.881,-4158.73,137.3799749,-4.72565686,-9.63,-8.99,25.86,0.45132,13.14,22.12,19678.42,19.45,12.09,final
-4.725662,137.380008,-4158.59,Point,72_386,72,386,2120,8143158.429,-280112.189,-4158.59,137.3800082,-4.72566206,-0.61,-12.97,-9.65,-0.16844,12.98,14.56,19692.98,19.47,12.1,final
-4.725677,137.378846,-4162.55,Point,72_920,72,920,2126,8143089.537,-280113.077,-4162.55,137.3788459,-4.72567704,5.39,-4.25,-89.33,-1.55911,6.86,74.82,19767.8,19.54,12.14,final
-4.725651,137.378089,-4169.04,Point,72_1286,72,1286,2128,8143044.641,-280111.513,-4169.04,137.3780885,-4.72565065,6.75,-13.7,-41.95,-0.73212,15.24,54.63,19822.43,19.6,12.18,final
-4.725592,137.378061,-4169.88,Point,72_1316,72,1316,2132,8143043.013,-280108.066,-4169.88,137.378061,-4.7255925,0.99,-10.26,-24.56,-0.42857,10.3,3.9,19826.33,19.6,12.18,final
-4.726099,137.378477,-4162.06,Point,72_1616,72,1616,2156,8143067.646,-280138.115,-4162.06,137.3784766,-4.72609944,0.4,11.54,151.26,2.63997,11.55,40.56,19866.89,19.64,12.2,final
-4.726822,137.378402,-4155.63,Point,72_1980,72,1980,2157,8143063.244,-280180.922,-4155.63,137.3784023,-4.72682162,6.31,4.82,-134.53,-2.34796,7.93,44.86,19911.75,19.69,12.23,final
-4.727344,137.378336,-4151.63,Point,72_2272,72,2272,2161,8143059.31,-280211.915,-4151.63,137.378336,-4.72734449,3.32,9.42,179.9,3.13991,9.99,35.48,19947.23,19.72,12.25,final
-4.727605,137.378325,-4149.87,Point,72_2410,72,2410,2163,8143058.656,-280227.353,-4149.87,137.3783249,-4.72760494,-2.16,5.25,-151.47,-2.64357,5.67,17.53,19964.76,19.74,12.26,final
-4.727606,137.378251,-4150.11,Point,72_2464,72,2464,2166,8143054.277,-280227.391,-4150.11,137.378251,-4.72760558,-0.97,-8.85,-52.04,-0.90833,8.91,6.57,19971.33,19.75,12.27,final
-4.727606,137.378251,-4150.11,Point,73_0,73,0,2214,8143054.277,-280227.391,-4150.11,137.378251,-4.72760558,-0.97,-8.85,-52.04,-0.90833,8.91,0,19971.33,19.75,12.27,final
-4.727554,137.378184,-4150.72,Point,73_46,73,46,2218,8143050.294,-280224.333,-4150.72,137.3781838,-4.72755399,6.21,-1.9,-145.23,-2.53479,6.49,5.1,19976.43,19.75,12.27,final
-4.728401,137.37764,-4146.67,Point,73_448,73,448,2221,8143018.068,-280274.567,-4146.67,137.3776402,-4.72840147,6.83,-0.99,-149.96,-2.61736,6.9,59.43,20035.86,19.81,12.31,final
-4.728514,137.377571,-4146.95,Point,73_550,73,550,2222,8143013.945,-280281.21,-4146.95,137.3775706,-4.72851354,-0.68,6.52,137.36,2.39739,6.56,9.68,20045.54,19.82,12.31,final
-4.728477,137.377757,-4145.77,Point,73_722,73,722,2250,8143024.985,-280279.029,-4145.77,137.3777569,-4.72847675,-8.4,-0.41,-0.05,-0.00081,8.41,16.78,20062.32,19.84,12.33,final
-4.728449,137.377835,-4144.95,Point,73_800,73,800,2252,8143029.602,-280277.384,-4144.95,137.3778348,-4.728449,-7.21,-1.25,4.29,0.07486,7.32,7.95,20070.27,19.84,12.33,final
-4.728509,137.377966,-4144,Point,73_1010,73,1010,2255,8143037.396,-280280.962,-4144,137.3779662,-4.72850936,-4.49,1.34,3.42,0.05962,4.68,27.01,20097.28,19.87,12.35,final
-4.728492,137.378124,-4143.6,Point,73_1104,73,1104,2256,8143046.768,-280279.944,-4143.6,137.3781244,-4.72849218,0.31,-1.91,16.18,0.28232,1.93,9.43,20106.71,19.88,12.35,final
-4.728414,137.37816,-4143.8,Point,73_1206,73,1206,2257,8143048.862,-280275.32,-4143.8,137.3781597,-4.72841418,1.37,3.1,-138.4,-2.41559,3.39,12.17,20118.88,19.89,12.36,final
-4.728501,137.378749,-4142.76,Point,73_1482,73,1482,2297,8143083.819,-280280.483,-4142.76,137.3787494,-4.72850128,-2.45,4.27,112.28,1.95972,4.92,36.71,20156.81,19.93,12.38,final
-4.72883,137.379179,-4141.05,Point,73_1692,73,1692,2298,8143109.279,-280299.972,-4141.05,137.379179,-4.72883007,1.9,5.83,133.97,2.33817,6.13,31.58,20188.39,19.96,12.4,final
-4.729268,137.379298,-4139.85,Point,73_1944,73,1944,2299,8143116.332,-280325.915,-4139.85,137.3792979,-4.72926774,-3.14,5.46,125.78,2.19525,6.3,30.71,20219.1,19.99,12.42,final
-4.729274,137.379569,-4140.06,Point,73_2112,73,2112,2300,8143132.42,-280326.259,-4140.06,137.3795694,-4.72927355,-2.57,-0.3,9.77,0.17056,2.58,21.74,20240.83,20.02,12.44,final
-4.729148,137.379996,-4141.97,Point,73_2346,73,2346,2302,8143157.725,-280318.82,-4141.97,137.3799963,-4.72914805,0.79,2.6,145.45,2.53854,2.71,31.69,20272.52,20.05,12.46,final
-4.729247,137.380018,-4141.65,Point,73_2394,73,2394,2304,8143159.011,-280324.659,-4141.65,137.380018,-4.72924655,-1.55,2.24,167.96,2.93151,2.72,6.02,20278.54,20.05,12.46,final
-4.729317,137.380124,-4141.14,Point,73_2502,73,2502,2306,8143165.282,-280328.823,-4141.14,137.3801238,-4.7293168,-1.86,7.37,113.16,1.97506,7.6,8.42,20286.96,20.06,12.47,final
