latitude,longitude,altitude,geometry,RMC,site,drive,sol,easting,northing,elev_geoid,lon,lat,roll,pitch,yaw,yaw_rad,tilt,dist_m,dist_total_m,dist_km,dist_mi,drive_type
-4.626841,137.408323,-4489.853,Point,25_1238,25,1238,520,8144836.768,-274254.622,-4489.853,137.4083227,-4.62684136,0.99,4.22,-150.11,-2.61992,4.33,25.95,4815.52,4.82,2.99,final
-4.627014,137.408288,-4489.356,Point,25_1296,25,1296,521,8144834.69,-274264.879,-4489.356,137.4082877,-4.6270144,-0.84,4.22,171.06,2.98551,4.3,11.23,4826.75,4.83,3,final
-4.62705,137.407881,-4486.963,Point,25_1496,25,1496,524,8144810.581,-274267.004,-4486.963,137.407881,-4.62705025,-3.31,3.07,-140.15,-2.44608,4.51,24.14,4850.9,4.85,3.01,final
-4.626986,137.407666,-4487.346,Point,25_1638,25,1638,526,8144797.828,-274263.201,-4487.346,137.4076658,-4.62698609,8.33,3.08,-140.17,-2.44635,8.88,15.05,4865.95,4.87,3.02,final
-4.62667,137.407362,-4487.602,Point,26_0,26,0,527,8144779.839,-274244.475,-4487.602,137.4073623,-4.62667017,-4.37,5,-142.1,-2.48017,6.64,28.2,4894.14,4.89,3.04,final
-4.626551,137.407263,-4486.771,Point,26_184,26,184,528,8144773.927,-274237.387,-4486.771,137.4072626,-4.62655059,-2.87,0.1,-130.96,-2.28572,2.87,15.67,4909.81,4.91,3.05,final
-4.626539,137.407279,-4486.713,Point,26_208,26,208,532,8144774.882,-274236.691,-4486.713,137.4072787,-4.62653885,-2.14,-3.64,-131.61,-2.29709,4.22,1.03,4910.85,4.91,3.05,final
-4.626598,137.407214,-4486.948,Point,26_292,26,292,533,8144771.07,-274240.208,-4486.948,137.4072144,-4.62659819,6.32,13.29,-76.85,-1.34121,14.69,7.13,4917.97,4.92,3.06,final
-4.62659,137.407095,-4487.816,Point,26_366,26,366,535,8144763.962,-274239.725,-4487.816,137.4070945,-4.62659004,11.24,-3.83,-88.61,-1.54659,11.87,7,4924.98,4.92,3.06,final
-4.626746,137.406492,-4489.28,Point,26_708,26,708,538,8144728.245,-274248.984,-4489.28,137.4064919,-4.62674624,-1.06,1.31,-142.42,-2.48565,1.69,41.14,4966.12,4.97,3.09,final
-4.626792,137.405318,-4487.577,Point,26_1102,26,1102,540,8144658.662,-274251.687,-4487.577,137.405318,-4.62679184,-1.71,0.83,-145.14,-2.5331,1.9,73.05,5039.18,5.04,3.13,final
-4.626894,137.404949,-4487.001,Point,26_1274,26,1274,542,8144636.794,-274257.77,-4487.001,137.4049491,-4.62689447,1.95,0.17,-144.28,-2.5181,1.96,22.76,5061.93,5.06,3.15,final
-4.627012,137.404176,-4488.364,Point,27_0,27,0,545,8144590.987,-274264.724,-4488.364,137.4041763,-4.62701179,3.11,0.17,-135.2,-2.35965,3.11,47.03,5108.96,5.11,3.17,final
-4.627025,137.404164,-4488.413,Point,27_24,27,24,546,8144590.237,-274265.502,-4488.413,137.4041636,-4.62702491,2.82,-0.95,-135.41,-2.36332,2.98,1.23,5110.19,5.11,3.18,final
-4.627868,137.402797,-4491.037,Point,27_520,27,520,547,8144509.239,-274315.468,-4491.037,137.4027971,-4.62786787,0.28,2.66,131.55,2.29599,2.68,100.26,5210.45,5.21,3.24,final
-4.628784,137.401576,-4487.286,Point,27_968,27,968,548,8144436.871,-274369.77,-4487.286,137.4015762,-4.62878397,-2.68,-0.44,135.76,2.36943,2.72,100.06,5310.51,5.31,3.3,final
-4.628889,137.401586,-4487.202,Point,27_1004,27,1004,549,8144437.424,-274375.975,-4487.202,137.4015856,-4.62888866,-2.92,3.15,-177.62,-3.10005,4.29,6.97,5317.48,5.32,3.3,final
-4.628981,137.401401,-4486.733,Point,27_1124,27,1124,550,8144426.505,-274381.47,-4486.733,137.4014014,-4.62898136,-2.79,3.23,-175.79,-3.06804,4.27,15.86,5333.34,5.33,3.31,final
-4.629728,137.400426,-4487.767,Point,28_0,28,0,552,8144368.711,-274425.702,-4487.767,137.4004263,-4.62972758,-6.39,3.1,-131.04,-2.28706,7.1,79.17,5412.5,5.41,3.36,final
-4.630632,137.400238,-4487.483,Point,28_264,28,264,553,8144357.555,-274479.292,-4487.483,137.4002381,-4.63063168,-4.93,3.47,-168.96,-2.94883,6.02,55.22,5468.17,5.47,3.4,final
-4.630652,137.400236,-4487.423,Point,28_298,28,298,554,8144357.447,-274480.479,-4487.423,137.4002363,-4.6306517,-4.89,3.38,-173.84,-3.03406,5.94,1.19,5468.91,5.47,3.4,final
-4.631381,137.400334,-4484.863,Point,28_634,28,634,555,8144363.217,-274523.682,-4484.863,137.4003336,-4.63138056,5.74,4.88,179.15,3.12679,7.52,46.71,5515.62,5.52,3.43,final
-4.632302,137.400525,-4483.429,Point,28_914,28,914,559,8144374.554,-274578.329,-4483.429,137.4005249,-4.63230249,-2.01,5.56,-145.01,-2.5309,5.9,57.21,5572.83,5.57,3.46,final
-4.63241,137.40013,-4481.499,Point,28_1122,28,1122,560,8144351.171,-274584.72,-4481.499,137.4001304,-4.63241031,-0.96,6.42,-145.48,-2.5391,6.5,26.29,5599.12,5.6,3.48,final
-4.632288,137.399722,-4480.973,Point,28_1350,28,1350,561,8144326.935,-274577.477,-4480.973,137.3997216,-4.63228812,-3.76,4.63,-164.68,-2.87423,5.96,30.5,5629.62,5.63,3.5,final
-4.632269,137.399728,-4480.986,Point,28_1374,28,1374,562,8144327.299,-274576.364,-4480.986,137.3997277,-4.63226934,-5.3,3.51,-164.99,-2.8797,6.36,1.26,5630.87,5.63,3.5,final
-4.632515,137.399781,-4480.401,Point,29_0,29,0,563,8144330.444,-274590.914,-4480.401,137.3997807,-4.63251481,-0.18,-3.27,-28.57,-0.49862,3.27,20.15,5651.03,5.65,3.51,final
-4.632799,137.399149,-4483.443,Point,29_298,29,298,564,8144292.992,-274607.749,-4483.443,137.3991489,-4.63279882,5.25,7.27,179.48,3.13258,8.96,41.87,5692.89,5.69,3.54,final
-4.633312,137.39904,-4481.109,Point,29_536,29,536,565,8144286.512,-274638.156,-4481.109,137.3990396,-4.63331181,-2.46,4.02,114.96,2.00638,4.71,33.21,5726.11,5.73,3.56,final
-4.633321,137.399061,-4481.091,Point,29_566,29,566,566,8144287.773,-274638.704,-4481.091,137.3990609,-4.63332105,-3.9,2.44,115,2.00705,4.61,1.37,5727.48,5.73,3.56,final
-4.63436,137.399416,-4480.295,Point,29_1020,29,1020,568,8144308.824,-274700.308,-4480.295,137.399416,-4.63436035,6.02,1.16,-26.84,-0.46839,6.13,68.25,5795.73,5.8,3.6,final
-4.634771,137.401049,-4482.142,Point,30_0,30,0,569,8144405.6,-274724.636,-4482.142,137.4010487,-4.63477078,1.8,4.25,-141.52,-2.46998,4.61,102.95,5898.68,5.9,3.67,final
-4.635697,137.402174,-4478.534,Point,30_484,30,484,572,8144472.29,-274779.531,-4478.534,137.4021738,-4.63569689,4.53,-0.54,-144.59,-2.52359,4.56,89.42,5988.09,5.99,3.72,final
-4.636341,137.402172,-4478.68,Point,30_740,30,740,574,8144472.197,-274817.705,-4478.68,137.4021722,-4.63634091,6.76,1.2,170.82,2.9813,6.82,38.12,6026.21,6.03,3.74,final
-4.636386,137.402182,-4478.695,Point,30_786,30,786,581,8144472.793,-274820.4,-4478.695,137.4021823,-4.63638638,5.25,-3.42,-169.31,-2.95493,6.26,2.88,6029.1,6.03,3.75,final
-4.636361,137.402185,-4478.646,Point,30_820,30,820,586,8144472.946,-274818.874,-4478.646,137.4021848,-4.63636063,5.95,4.3,137.2,2.39457,7.34,1.64,6030.74,6.03,3.75,final
-4.636269,137.402499,-4477.052,Point,30_938,30,938,587,8144491.555,-274813.422,-4477.052,137.4024988,-4.63626865,1.98,2.79,91.12,1.59027,3.42,22.32,6053.05,6.05,3.76,final
-4.636899,137.402792,-4477.989,Point,30_1254,30,1254,588,8144508.96,-274850.811,-4477.989,137.4027924,-4.63689943,3.94,-0.81,139.86,2.44095,4.02,45.56,6098.62,6.1,3.79,final
-4.637361,137.402967,-4478.471,Point,31_0,31,0,589,8144519.289,-274878.185,-4478.471,137.4029667,-4.63736124,0.86,-0.89,-112.21,-1.95845,1.24,30.04,6128.66,6.13,3.81,final
-4.63773,137.402896,-4478.965,Point,31_216,31,216,593,8144515.115,-274900.028,-4478.965,137.4028963,-4.63772975,0.38,-0.84,177.62,3.10002,0.92,31.26,6159.91,6.16,3.83,final
-4.638249,137.402664,-4479.237,Point,31_538,31,538,595,8144501.336,-274930.828,-4479.237,137.4026638,-4.63824936,6.27,-1.36,-120.63,-2.10534,6.42,55.88,6215.79,6.22,3.86,final
-4.638223,137.402268,-4480.299,Point,31_724,31,724,597,8144477.881,-274929.255,-4480.299,137.4022681,-4.63822283,2.59,0.23,-99.23,-1.73182,2.6,27.55,6243.34,6.24,3.88,final
-4.638727,137.402249,-4480.034,Point,31_1094,31,1094,603,8144476.756,-274959.161,-4480.034,137.4022491,-4.63872736,-1.42,-4.96,-153.68,-2.68225,5.16,50.65,6293.99,6.29,3.91,final
-4.63886,137.402033,-4479.43,Point,31_1256,31,1256,606,8144463.953,-274967.035,-4479.43,137.4020331,-4.6388602,-0.38,8.07,-44.11,-0.7699,8.08,19.14,6313.13,6.31,3.92,final
-4.638843,137.40201,-4479.191,Point,31_1330,31,1330,609,8144462.584,-274966.007,-4479.191,137.40201,-4.63884285,-1.53,9.19,-55.2,-0.96343,9.31,4.82,6317.95,6.17,3.83,final
-4.63916,137.402201,-4479.732,Point,31_1472,31,1472,630,8144473.892,-274984.827,-4479.732,137.4022008,-4.63916036,-4.65,5.7,119.45,2.08475,7.36,24.5,6342.47,6.19,3.85,final
-4.639572,137.402145,-4478.366,Point,32_0,32,0,631,8144470.571,-275009.199,-4478.366,137.4021448,-4.63957153,-0.48,5.66,-118.07,-2.06064,5.68,26.63,6369.1,6.22,3.87,final
-4.64039,137.401362,-4475.363,Point,32_478,32,478,634,8144424.161,-275057.731,-4475.363,137.4013618,-4.64039029,-3.35,4.53,144.23,2.51732,5.63,68.71,6437.81,6.29,3.91,final
-4.640521,137.400151,-4475.874,Point,32_794,32,794,635,8144352.364,-275065.485,-4475.874,137.4001506,-4.64052111,-3.05,5.5,-169.68,-2.96151,6.29,75.12,6512.94,6.36,3.95,final
-4.640005,137.3993,-4474.386,Point,32_1020,32,1020,636,8144301.949,-275034.905,-4474.386,137.3993,-4.6400052,-1.72,4.33,-90.08,-1.57212,4.65,59.28,6572.21,6.42,3.99,final
-4.64023,137.398761,-4474.968,Point,33_0,33,0,637,8144270.025,-275048.205,-4474.968,137.3987614,-4.64022958,-4.85,-2.02,-123.96,-2.16347,5.25,40.44,6612.65,6.46,4.01,final
-4.639947,137.398279,-4474.967,Point,33_308,33,308,641,8144241.443,-275031.449,-4474.967,137.3982793,-4.6399469,-1.06,-1.14,-91.03,-1.5887,1.55,40.33,6652.98,6.5,4.04,final
-4.640294,137.396916,-4478.558,Point,33_660,33,660,643,8144160.624,-275052.03,-4478.558,137.3969158,-4.64029411,2.98,1.95,-108.97,-1.90185,3.56,85.22,6738.2,6.59,4.09,final
-4.640884,137.395383,-4475.854,Point,33_1036,33,1036,644,8144069.756,-275087.025,-4475.854,137.3953828,-4.6408845,-6.11,1.98,179.64,3.13536,6.42,104.24,6842.44,6.69,4.16,final
-4.640664,137.394932,-4473.372,Point,34_0,34,0,646,8144043.019,-275073.934,-4473.372,137.3949317,-4.64066365,2.56,2.79,-60.8,-1.06112,3.78,30.53,6874.24,6.72,4.17,final
-4.640434,137.394303,-4474.961,Point,34_386,34,386,649,8144005.722,-275060.333,-4474.961,137.3943025,-4.64043419,-2.31,0.27,150.1,2.61972,2.33,57.19,6931.43,6.76,4.2,final
-4.640872,137.394031,-4473.776,Point,34_416,34,416,651,8143989.624,-275086.26,-4473.776,137.3940309,-4.64087159,0.14,6.23,-179.53,-3.13333,6.23,31.84,6963.27,6.79,4.22,final
-4.641378,137.392712,-4473.025,Point,34_774,34,774,655,8143911.459,-275116.269,-4473.025,137.3927122,-4.64137786,-2,3.79,-110.11,-1.92177,4.28,85.55,7048.82,6.88,4.28,final
-4.641963,137.392235,-4473.532,Point,34_1120,34,1120,656,8143883.177,-275150.979,-4473.532,137.3922351,-4.64196344,-4.52,-3.71,-130.54,-2.27831,5.84,45.7,7094.51,6.93,4.3,final
-4.642161,137.390339,-4473.054,Point,35_0,35,0,657,8143770.788,-275162.675,-4473.054,137.390339,-4.64216076,-2.5,0.69,-129.87,-2.26665,2.59,120.96,7215.47,7.05,4.38,final
-4.642553,137.389964,-4473.715,Point,35_238,35,238,658,8143748.535,-275185.939,-4473.715,137.3899636,-4.64255324,0.99,-2.04,150.43,2.62548,2.27,34.08,7249.55,7.08,4.4,final
-4.643583,137.388428,-4474.364,Point,35_998,35,998,661,8143657.499,-275246.968,-4474.364,137.3884278,-4.64358284,0.26,-0.82,-104.38,-1.82177,0.86,137.57,7388.35,7.22,4.49,final
-4.645296,137.387226,-4470.162,Point,36_0,36,0,662,8143586.283,-275348.5,-4470.162,137.3872263,-4.64529574,2.21,2.79,-145.71,-2.54304,3.56,132.95,7521.3,7.35,4.57,final
-4.645663,137.387053,-4468.532,Point,36_178,36,178,663,8143575.978,-275370.289,-4468.532,137.3870525,-4.64566334,-2.34,2.34,119.67,2.08871,3.31,25.26,7546.56,7.37,4.58,final
-4.646649,137.386574,-4468.51,Point,36_416,36,416,664,8143547.608,-275428.726,-4468.51,137.3865738,-4.6466492,1.84,-2.56,160.57,2.80245,3.15,66.52,7613.08,7.44,4.62,final
-4.647737,137.384829,-4470.668,Point,36_1146,36,1146,665,8143444.18,-275493.213,-4470.668,137.3848289,-4.64773714,-2.95,2.32,179.48,3.13243,3.75,142.5,7755.58,7.58,4.71,final
-4.649367,137.38468,-4471.202,Point,37_0,37,0,668,8143435.356,-275589.845,-4471.202,137.3846801,-4.64936738,7.08,3.25,-129.81,-2.26559,7.78,105.24,7862.01,7.68,4.77,final
-4.649497,137.384049,-4467.936,Point,37_292,37,292,669,8143397.947,-275597.522,-4467.936,137.384049,-4.64949689,-2.4,-1.28,-179.7,-3.13642,2.72,38.79,7900.81,7.72,4.8,final
-4.650872,137.384859,-4469.807,Point,37_1070,37,1070,670,8143445.951,-275679.043,-4469.807,137.3848588,-4.6508722,-1.36,-2.97,-160.06,-2.79351,3.27,107.15,8007.96,7.83,4.86,final
-4.652372,137.383811,-4472.288,Point,37_1542,37,1542,671,8143383.86,-275767.94,-4472.288,137.3838113,-4.65237195,2.12,-2.51,79.88,1.39418,3.29,116.77,8124.73,7.94,4.93,final
-4.653536,137.384183,-4473.876,Point,38_0,38,0,672,8143405.889,-275836.925,-4473.876,137.3841829,-4.65353577,0.21,-2.89,-7.21,-0.12586,2.9,82.15,8206.88,8.01,4.98,final
-4.653448,137.384171,-4473.85,Point,38_58,38,58,674,8143405.174,-275831.724,-4473.85,137.3841709,-4.65344802,5.42,-0.16,89.18,1.55647,5.42,5.31,8212.19,8.02,4.98,final
-4.653496,137.383899,-4473.529,Point,38_202,38,202,676,8143389.067,-275834.541,-4473.529,137.3838992,-4.65349555,-7.01,-5.36,69.92,1.22031,8.82,16.38,8228.57,8.04,4.99,final
-4.653823,137.3839,-4472.344,Point,38_338,38,338,677,8143389.108,-275853.977,-4472.344,137.3838999,-4.65382344,-1.41,3.76,153.9,2.68601,4.02,19.6,8248.17,8.06,5.01,final
-4.654926,137.384049,-4471.524,Point,38_792,38,792,678,8143397.935,-275919.325,-4471.524,137.3840488,-4.6549259,-4.54,-3.72,90.27,1.57549,5.86,66.49,8314.66,8.12,5.05,final
-4.654926,137.38407,-4471.632,Point,38_816,38,816,679,8143399.203,-275919.326,-4471.632,137.3840702,-4.65492592,-3.79,-3.16,89.48,1.56176,4.94,1.24,8315.89,8.12,5.05,final
-4.655471,137.384641,-4470.498,Point,38_1266,38,1266,683,8143433.056,-275951.665,-4470.498,137.3846413,-4.6554715,2.18,-3.58,-139.71,-2.43837,4.2,52.39,8368.29,8.18,5.08,final
-4.656308,137.384236,-4467.244,Point,39_0,39,0,685,8143409.054,-276001.228,-4467.244,137.3842364,-4.65630766,-2.9,3.83,-172.76,-3.01522,4.8,60.44,8428.73,8.24,5.12,final
-4.657405,137.383456,-4464.548,Point,39_444,39,444,688,8143362.814,-276066.249,-4464.548,137.3834562,-4.6574046,4.29,5.6,-149.47,-2.60879,7.05,82.39,8511.11,8.31,5.17,final
-4.65756,137.383456,-4463.511,Point,39_516,39,516,689,8143362.794,-276075.452,-4463.511,137.3834559,-4.65755986,1.06,8.07,-178.87,-3.12188,8.14,9.63,8520.74,8.32,5.17,final
-4.658036,137.383611,-4461.909,Point,39_726,39,726,690,8143371.957,-276103.668,-4461.909,137.3836105,-4.65803588,-1.69,4.16,164.01,2.86251,4.49,29.54,8550.28,8.35,5.19,final
-4.658331,137.383454,-4460.456,Point,39_924,39,924,691,8143362.697,-276121.136,-4460.456,137.3834543,-4.65833058,5.44,0.12,-117.9,-2.0578,5.44,23.87,8574.16,8.38,5.21,final
-4.658484,137.383046,-4459.621,Point,39_1176,39,1176,692,8143338.518,-276130.207,-4459.621,137.3830464,-4.65848361,-1.79,4.97,-174.02,-3.03718,5.28,31.01,8605.16,8.41,5.22,final
-4.658824,137.382975,-4459.267,Point,39_1396,39,1396,695,8143334.265,-276150.362,-4459.267,137.3829746,-4.65882364,4.93,2.11,179.88,3.13952,5.36,23.35,8628.52,8.43,5.24,final
-4.659146,137.383003,-4457.463,Point,39_1552,39,1552,696,8143335.954,-276169.465,-4457.463,137.3830031,-4.65914592,-2.58,7.47,169.65,2.96101,7.9,19.88,8648.39,8.45,5.25,final
-4.659361,137.383015,-4456.735,Point,39_1666,39,1666,702,8143336.63,-276182.236,-4456.735,137.3830145,-4.65936137,-1.71,3.62,-179.98,-3.14125,4,13.18,8661.57,8.46,5.26,final
-4.659819,137.382829,-4456.705,Point,39_1888,39,1888,703,8143325.626,-276209.36,-4456.705,137.3828289,-4.65981897,1.87,8.37,151.36,2.64174,8.58,29.63,8691.2,8.49,5.28,final
-4.659866,137.382845,-4456.333,Point,40_0,40,0,705,8143326.582,-276212.157,-4456.333,137.382845,-4.65986616,-6.79,8.82,115.04,2.00789,11.12,4.93,8696.13,8.5,5.28,final
-4.660075,137.382667,-4458.045,Point,40_200,40,200,706,8143316.047,-276224.54,-4458.045,137.3826673,-4.66007507,0.38,-5.23,-155.48,-2.71366,5.24,22.26,8718.38,8.52,5.3,final
-4.660094,137.382676,-4458.045,Point,40_224,40,224,708,8143316.547,-276225.64,-4458.045,137.3826757,-4.66009362,-0.54,-3.68,-155.83,-2.71981,3.72,1.17,8719.55,8.52,5.3,final
-4.660284,137.382705,-4458.431,Point,40_366,40,366,709,8143318.29,-276236.939,-4458.431,137.3827051,-4.66028425,-5.2,-1.53,-15.15,-0.26434,5.42,14.35,8733.9,8.54,5.3,final
-4.660157,137.382668,-4458.251,Point,40_480,40,480,710,8143316.098,-276229.421,-4458.251,137.3826681,-4.66015741,-2.56,3.59,-8.86,-0.15468,4.41,7.78,8741.68,8.55,5.31,final
-4.660138,137.382663,-4458.243,Point,40_540,40,540,711,8143315.817,-276228.285,-4458.243,137.3826634,-4.66013825,1.63,4.23,72.23,1.26069,4.53,1.91,8743.59,8.55,5.31,final
-4.66002,137.382694,-4457.745,Point,40_660,40,660,713,8143317.617,-276221.277,-4457.745,137.3826937,-4.66002002,-2.7,11.34,-6.88,-0.12015,11.65,8.82,8752.41,8.56,5.32,final
-4.659548,137.382394,-4457.069,Point,40_1000,40,1000,714,8143299.818,-276193.302,-4457.069,137.3823935,-4.65954806,-0.2,-6.35,-169.79,-2.96346,6.35,37.55,8789.96,8.59,5.34,final
-4.659935,137.382735,-4456.991,Point,40_1286,40,1286,717,8143320.045,-276216.26,-4456.991,137.3827347,-4.65993538,0.52,-8.04,-163.28,-2.84976,8.06,32.18,8822.14,8.63,5.36,final
-4.659959,137.38275,-4457.023,Point,40_1378,40,1378,719,8143320.929,-276217.631,-4457.023,137.3827496,-4.65995851,0.86,-5.98,-126.17,-2.20204,6.05,3.59,8825.74,8.63,5.36,final
-4.65919,137.382105,-4457.769,Point,40_1850,40,1850,729,8143282.715,-276172.101,-4457.769,137.3821049,-4.65919039,-0.73,3.44,178.41,3.1139,3.51,64.1,8889.83,8.69,5.4,final
-4.659285,137.381843,-4457.856,Point,40_2040,40,2040,731,8143267.169,-276177.7,-4457.856,137.3818427,-4.65928485,-0.76,0.94,109.59,1.91279,1.21,19.8,8909.64,8.71,5.41,final
-4.659364,137.380941,-4457.884,Point,41_0,41,0,733,8143213.711,-276182.414,-4457.884,137.3809408,-4.65936438,-0.37,7.08,-85.63,-1.49459,7.09,58.69,8968.33,8.77,5.45,final
-4.658964,137.380553,-4458.046,Point,41_322,41,322,735,8143190.709,-276158.687,-4458.046,137.3805527,-4.65896409,-1.07,-2.92,159.38,2.78164,3.11,37.97,9006.3,8.81,5.48,final
-4.659144,137.380101,-4458.106,Point,41_592,41,592,738,8143163.955,-276169.367,-4458.106,137.3801014,-4.65914426,-1.85,0.43,-113.05,-1.97304,1.89,33.02,9039.33,8.84,5.5,final
-4.659233,137.379735,-4458.504,Point,41_748,41,748,739,8143142.262,-276174.609,-4458.504,137.3797354,-4.6592327,2.27,0.83,-112.19,-1.95812,2.42,22.96,9062.29,8.87,5.51,final
-4.659319,137.379596,-4458.813,Point,41_838,41,838,740,8143133.984,-276179.746,-4458.813,137.3795957,-4.65931936,2.21,0.01,-110.08,-1.92121,2.21,11.71,9074,8.88,5.52,final
-4.659342,137.378166,-4459.632,Point,41_1330,41,1330,743,8143049.237,-276181.085,-4459.632,137.378166,-4.65934195,1.4,2.42,-104.44,-1.82282,2.8,92.62,9166.63,8.97,5.57,final
-4.659468,137.377644,-4459.117,Point,41_1570,41,1570,744,8143018.275,-276188.563,-4459.117,137.3776437,-4.65946811,4.04,8.72,-121.55,-2.12138,9.61,31.92,9198.55,9,5.59,final
-4.659534,137.377528,-4458.772,Point,41_1642,41,1642,746,8143011.424,-276192.469,-4458.772,137.3775281,-4.65953401,2.18,0.93,-133.45,-2.32911,2.37,8.13,9206.69,9,5.59,final
-4.660861,137.377076,-4460.945,Point,42_0,42,0,747,8142984.629,-276271.108,-4460.945,137.377076,-4.6608607,-1.41,3.92,-158.08,-2.75893,4.16,92.08,9298.76,9.09,5.65,final
-4.661054,137.376779,-4459.514,Point,42_186,42,186,748,8142967.009,-276282.563,-4459.514,137.3767788,-4.66105395,-1.07,3.81,-160.6,-2.80302,3.96,22.63,9321.39,9.11,5.66,final
-4.662413,137.377245,-4459.423,Point,42_852,42,852,751,8142994.632,-276363.096,-4459.423,137.3772448,-4.66241259,-0.37,8.5,142.67,2.48999,8.51,114.35,9435.74,9.23,5.73,final
-4.662699,137.377464,-4460.622,Point,42_1020,42,1020,753,8143007.6,-276380.092,-4460.622,137.3774636,-4.66269932,-5.6,3.43,159.99,2.79232,6.56,22.37,9458.11,9.25,5.75,final
-4.662973,137.377554,-4458.982,Point,43_216,43,216,780,8143012.942,-276396.297,-4458.982,137.3775537,-4.66297271,-4.43,5.8,105.06,1.83361,7.29,21.93,9480.04,9.27,5.76,final
-4.662949,137.377623,-4458.755,Point,44_36,44,36,785,8143017.026,-276394.869,-4458.755,137.3776226,-4.66294862,-5.07,8.53,81.24,1.41798,9.92,5.97,9486.01,9.28,5.76,final
-4.66313,137.377802,-4457.81,Point,44_190,44,190,787,8143027.685,-276405.598,-4457.81,137.3778024,-4.66312962,-6.35,1.08,101.17,1.76578,6.44,18.48,9504.49,9.3,5.78,final
-4.663194,137.377895,-4457.198,Point,44_256,44,256,790,8143033.182,-276409.404,-4457.198,137.3778952,-4.66319383,-7.8,6.98,139.74,2.43886,10.45,7.33,9511.83,9.3,5.78,final
-4.663362,137.377782,-4455.457,Point,44_370,44,370,792,8143026.455,-276419.371,-4455.457,137.3777817,-4.66336198,0.23,13.14,167,2.91476,13.14,15.76,9527.59,9.32,5.79,final
-4.663523,137.377504,-4453.848,Point,44_568,44,568,794,8143010.009,-276428.92,-4453.848,137.3775042,-4.66352308,-9.33,7.54,131.4,2.29339,11.98,29.89,9557.48,9.35,5.81,final
-4.662649,137.377449,-4460.675,Point,44_920,44,920,797,8143006.719,-276377.131,-4460.675,137.3774487,-4.66264937,3.37,-3.04,30.5,0.53226,4.53,53.15,9610.62,9.4,5.84,final
-4.662574,137.377519,-4461.253,Point,44_1140,44,1140,799,8143010.854,-276372.635,-4461.253,137.3775185,-4.66257352,-0.44,-1.55,111.24,1.94158,1.61,10.85,9621.48,9.41,5.85,final
-4.66266,137.377485,-4460.905,Point,44_1282,44,1282,803,8143008.854,-276377.757,-4460.905,137.3774847,-4.66265993,-4.01,3.72,-159.24,-2.77923,5.47,9.93,9631.41,9.42,5.85,final
-4.662886,137.377449,-4459.461,Point,44_1432,44,1432,807,8143006.743,-276391.152,-4459.461,137.3774491,-4.66288591,-5.64,-0.12,84.45,1.4739,5.64,16.88,9648.29,9.44,5.86,final
-4.66295,137.377635,-4458.562,Point,44_1546,44,1546,812,8143017.75,-276394.922,-4458.562,137.3776348,-4.66294951,-1.65,13.86,99.69,1.73989,13.96,12.06,9660.35,9.45,5.87,final
-4.663224,137.377876,-4456.875,Point,44_1828,44,1828,817,8143032.056,-276411.209,-4456.875,137.3778762,-4.66322429,-0.44,12.54,178.33,3.11246,12.55,35.55,9695.9,9.49,5.89,final
-4.663379,137.377782,-4455.204,Point,44_2062,44,2062,826,8143026.493,-276420.383,-4455.204,137.3777823,-4.66337906,1.2,9.63,175.12,3.05644,9.7,25.95,9721.85,9.51,5.91,final
-4.663517,137.377445,-4453.721,Point,44_2336,44,2336,835,8143006.503,-276428.589,-4453.721,137.3774451,-4.6635175,-11.31,4.73,135.83,2.37067,12.24,31.55,9753.4,9.54,5.93,final
-4.663582,137.377499,-4452.631,Point,44_2414,44,2414,837,8143009.67,-276432.43,-4452.631,137.3774985,-4.6635823,-14.45,11.13,131.41,2.29348,18.17,5.16,9758.56,9.55,5.93,final
-4.662841,137.377382,-4459.777,Point,44_2958,44,2958,862,8143002.766,-276388.467,-4459.777,137.377382,-4.66284061,-1.91,-5.24,45.51,0.79426,5.57,69.01,9827.58,9.62,5.98,final
-4.662864,137.37745,-4459.712,Point,45_0,45,0,864,8143006.783,-276389.837,-4459.712,137.3774498,-4.66286373,-7.26,3.98,114.67,2.00129,8.28,4.38,9831.96,9.62,5.98,final
-4.663079,137.377433,-4458.49,Point,45_150,45,150,896,8143005.797,-276402.626,-4458.49,137.3774332,-4.66307948,-3.91,4.56,170.25,2.9714,6,17.13,9849.09,9.64,5.99,final
-4.663513,137.377488,-4453.806,Point,45_366,45,366,901,8143009.024,-276428.309,-4453.806,137.3774876,-4.66351277,3.15,11.44,-163.35,-2.85102,11.86,27.51,9876.6,9.66,6,final
-4.663527,137.377452,-4453.508,Point,45_450,45,450,903,8143006.934,-276429.172,-4453.508,137.3774523,-4.66352733,-0.52,15.64,-160.19,-2.79589,15.65,6.48,9883.08,9.67,6.01,final
-4.663594,137.377313,-4452.089,Point,45_558,45,558,923,8142998.668,-276433.101,-4452.089,137.3773129,-4.66359362,10.84,7.75,-125.09,-2.18316,13.3,10.23,9893.32,9.68,6.01,final
-4.663694,137.377288,-4451.411,Point,45_774,45,774,924,8142997.197,-276439.054,-4451.411,137.3772881,-4.66369405,-7.86,4.6,141.95,2.47742,9.1,8.97,9902.29,9.69,6.02,final
-4.663752,137.377347,-4451.029,Point,45_852,45,852,926,8143000.715,-276442.471,-4451.029,137.3773474,-4.66375169,3.8,6.98,-172.27,-3.00668,7.95,5.62,9907.91,9.7,6.02,final
